student_id,course_id,term,section_id,instructor_id,switch_term,post_redesign,redesign_status,final_numeric_grade,final_grade_letter_sampled,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q1_7,q1_8,q2_1,q2_2,q2_3,q2_4,q2_5,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4_1,q4_2,q4_3,q4_4,q4_5,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,olse_q1_mean,olse_q2_mean,olse_q3_mean,olse_q4_mean,olse_q5_mean,olse_overall_mean,olse_overall_z,term_index,course_term_id,section_term_id,final_numeric_grade_z,olse_overall_student_z,final_grade_letter_checked,cluster_1_delta,cluster_2_delta,cluster_3_delta,cluster_4_delta,cluster_5_delta,cluster_6_delta,cluster_7_delta,cluster_8_delta,mastery_redesign,social_vicarious_redesign,structural_compliance_redesign,redesign_intensity,mastery_redesign_z,social_vicarious_redesign_z,structural_compliance_redesign_z,redesign_intensity_z,cluster_1_delta_z,post_x_cluster_1_delta_z,cluster_2_delta_z,post_x_cluster_2_delta_z,cluster_3_delta_z,post_x_cluster_3_delta_z,cluster_4_delta_z,post_x_cluster_4_delta_z,cluster_5_delta_z,post_x_cluster_5_delta_z,cluster_6_delta_z,post_x_cluster_6_delta_z,cluster_7_delta_z,post_x_cluster_7_delta_z,cluster_8_delta_z,post_x_cluster_8_delta_z,post_x_mastery_redesign_z,post_x_social_vicarious_redesign_z,post_x_structural_compliance_redesign_z,post_x_redesign_intensity_z
STU_001194,ETHN 70,2024SP,S03,INST_ETHN70_03,2025F,0,Pre-Redesign,2,C,5,5,3,4,5,5,4,4,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,5,5,4,5,5,4,5,4.375,4.6,4.16666666666667,4.2,4.66666666666667,4.4,1.93031785373539,20241,ETHN 70__2024SP,ETHN 70__2024SP__S03,-0.7033370001179466,1.9743693584811095,C,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000741,ETHN 70,2024SP,S03,INST_ETHN70_03,2025F,0,Pre-Redesign,2.7,B-,2,4,3,4,3,3,4,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,2,3,3,4,4,2,3.25,3,3,3,3,3.06666666666667,-0.94667315872323,20241,ETHN 70__2024SP,ETHN 70__2024SP__S03,0.17691692386090738,-0.9370746065327445,B-,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_001463,ETHN 70,2024SP,S03,INST_ETHN70_03,2025F,0,Pre-Redesign,2.3,C+,3,4,3,5,4,5,4,4,3,4,4,4,4,3,4,3,3,4,4,3,4,5,3,4,4,3,4,2,4,4,4,3.8,3.5,3.8,3.5,3.73333333333333,0.491822347506081,20241,ETHN 70__2024SP,ETHN 70__2024SP__S03,-0.3260853184127238,0.5186473759741709,C+,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000662,ETHN 70,2024SP,S03,INST_ETHN70_03,2025F,0,Pre-Redesign,2.7,B-,4,3,4,3,4,4,3,3,4,2,3,3,3,4,4,3,3,4,2,4,3,3,3,2,4,4,3,3,3,3,3.5,3,3.33333333333333,3,3.33333333333333,3.26666666666667,-0.515124506854437,20241,ETHN 70__2024SP,ETHN 70__2024SP__S03,0.17691692386090738,-0.5003580117806651,B-,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_001346,ETHN 70,2024SP,S03,INST_ETHN70_03,2025F,0,Pre-Redesign,1.7,C-,2,3,3,3,3,3,3,4,2,2,3,2,3,3,4,3,3,2,3,4,3,3,3,3,4,2,3,3,3,3,3,2.4,3,3.2,3,2.93333333333333,-1.23437225996909,20241,ETHN 70__2024SP,ETHN 70__2024SP__S03,-1.0805886818231698,-1.228219003034145,C-,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000649,ETHN 70,2024F,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,1.7,C-,3,3,2,4,3,2,4,3,3,4,4,3,2,3,3,2,3,4,3,3,2,3,4,3,3,3,2,2,3,3,3,3.2,3,3,2.66666666666667,2.96666666666667,-1.16244748465763,20243,ETHN 70__2024F,ETHN 70__2024F__S01,-1.0805886818231698,-1.1554329039087843,C-,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_001407,ETHN 70,2024F,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,1.3,D+,4,4,4,4,4,4,4,5,3,3,4,4,3,3,3,4,4,5,4,4,3,3,3,3,4,4,4,4,4,4,4.125,3.4,3.8333333333333295,3.2,4,3.7666666666666706,0.563747122817546,20243,ETHN 70__2024F,ETHN 70__2024F__S01,-1.5835909240968005,0.5914334750995336,D+,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000544,ETHN 70,2024F,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,2.3,C+,3,3,4,3,4,4,3,4,4,4,4,3,4,5,3,3,3,4,4,4,4,4,3,4,4,4,4,5,3,3,3.5,3.8,3.6666666666666705,3.8,3.8333333333333295,3.7,0.419897572194615,20243,ETHN 70__2024F,ETHN 70__2024F__S01,-0.3260853184127238,0.44586127684883237,C+,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_001400,ETHN 70,2024F,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,3.3,B+,5,4,4,5,5,5,5,4,3,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,3,4,5,4.625,4.4,4.16666666666667,4,3.8333333333333295,4.23333333333333,1.57069397717806,20243,ETHN 70__2024F,ETHN 70__2024F__S01,0.9314202872713531,1.6104388628543684,B+,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_001342,ETHN 70,2024F,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,2.7,B-,5,5,4,3,4,5,3,5,4,3,5,4,4,3,3,5,4,4,4,5,5,3,4,3,3,5,4,3,4,4,4.25,4,3.8333333333333295,4,3.8333333333333295,4,1.06722054999781,20243,ETHN 70__2024F,ETHN 70__2024F__S01,0.17691692386090738,1.1009361689769506,B-,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000517,ETHN 70,2024F,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,3.3,B+,3,3,2,3,4,4,2,3,3,3,4,3,3,4,3,3,3,4,3,3,3,2,3,3,2,3,2,4,3,3,3,3.2,3.33333333333333,2.8,2.83333333333333,3.03333333333333,-1.0185979340347,20243,ETHN 70__2024F,ETHN 70__2024F__S01,0.9314202872713531,-1.0098607056581053,B+,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000928,ETHN 70,2024F,S02,INST_ETHN70_02,2025F,0,Pre-Redesign,1.7,C-,2,3,3,3,3,3,3,3,3,3,3,3,4,2,3,1,3,2,4,2,3,1,3,3,2,3,1,3,3,2,2.875,3.2,2.5,2.4,2.33333333333333,2.66666666666667,-1.80977046246082,20243,ETHN 70__2024F,ETHN 70__2024F__S02,-1.0805886818231698,-1.8105077960369025,C-,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000447,ETHN 70,2024F,S02,INST_ETHN70_02,2025F,0,Pre-Redesign,2.7,B-,4,5,4,5,4,4,5,5,5,5,5,5,5,4,3,5,4,4,5,3,4,4,4,4,5,4,5,4,4,5,4.5,5,4.16666666666667,3.8,4.5,4.4,1.93031785373539,20243,ETHN 70__2024F,ETHN 70__2024F__S02,0.17691692386090738,1.9743693584811095,B-,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_001140,ETHN 70,2024F,S02,INST_ETHN70_02,2025F,0,Pre-Redesign,0.7,D-,2,1,1,3,2,3,3,2,3,3,2,2,2,2,1,3,1,3,2,3,3,1,2,2,2,2,3,2,3,1,2.125,2.4,2,2.2,2.16666666666667,2.16666666666667,-2.8886420921328,20243,ETHN 70__2024F,ETHN 70__2024F__S02,-2.338094287507247,-2.9022992829171,D-,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_001137,ETHN 70,2024F,S02,INST_ETHN70_02,2025F,0,Pre-Redesign,2.7,B-,4,5,4,4,4,4,4,4,4,4,5,3,4,4,4,5,5,4,4,4,4,4,5,5,4,4,4,4,5,4,4.125,4,4.33333333333333,4.4,4.16666666666667,4.2,1.4987692018666,20243,ETHN 70__2024F,ETHN 70__2024F__S02,0.17691692386090738,1.53765276372903,B-,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000929,ETHN 70,2024F,S02,INST_ETHN70_02,2025F,0,Pre-Redesign,2.3,C+,3,3,3,4,3,3,3,2,4,4,3,2,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,3,3.2,3.33333333333333,3.2,3.16666666666667,3.16666666666667,-0.730898832788834,20243,ETHN 70__2024F,ETHN 70__2024F__S02,-0.3260853184127238,-0.7187163091567048,C+,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_001370,ETHN 70,2024F,S02,INST_ETHN70_02,2025F,0,Pre-Redesign,1.7,C-,3,2,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,4,4,3,3,3,3,3.2,3.16666666666667,3.2,3.33333333333333,3.16666666666667,-0.730898832788834,20243,ETHN 70__2024F,ETHN 70__2024F__S02,-1.0805886818231698,-0.7187163091567048,C-,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000206,ETHN 70,2024F,S02,INST_ETHN70_02,2025F,0,Pre-Redesign,2,C,5,5,5,5,4,4,5,4,4,5,4,3,4,5,5,4,3,4,4,4,4,4,4,3,5,5,5,4,5,5,4.625,4,4.16666666666667,3.8,4.83333333333333,4.33333333333333,1.78646830311246,20243,ETHN 70__2024F,ETHN 70__2024F__S02,-0.7033370001179466,1.8287971602304092,C,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000207,ETHN 70,2024F,S03,INST_ETHN70_03,2025F,0,Pre-Redesign,1,D,3,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,3,3,4,4,5,4,4,5,5,4,3,3,3.875,3.4,3.6666666666666705,4,4,3.8,0.635671898129011,20243,ETHN 70__2024F,ETHN 70__2024F__S03,-1.9608426058020236,0.6642195742248711,D,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_001394,ETHN 70,2024F,S03,INST_ETHN70_03,2025F,0,Pre-Redesign,3,B,3,4,4,4,4,4,4,3,4,4,3,3,5,5,4,3,4,3,4,3,3,3,3,4,4,4,3,4,4,3,3.75,3.8,3.8333333333333295,3.2,3.6666666666666705,3.6666666666666705,0.347972796883149,20243,ETHN 70__2024F,ETHN 70__2024F__S03,0.5541686055661302,0.37307517772349386,B,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000571,ETHN 70,2024F,S03,INST_ETHN70_03,2025F,0,Pre-Redesign,1.7,C-,4,2,4,3,5,4,3,4,4,4,4,3,4,3,3,3,5,3,4,5,4,3,4,3,3,3,4,2,3,3,3.625,3.8,3.5,3.8,3,3.53333333333333,0.0602736956372869,20243,ETHN 70__2024F,ETHN 70__2024F__S03,-1.0805886818231698,0.08193078122209237,C-,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000404,ETHN 70,2024F,S03,INST_ETHN70_03,2025F,0,Pre-Redesign,2.3,C+,4,3,4,3,3,4,4,3,3,3,4,3,4,3,4,2,4,3,3,4,3,4,3,4,4,4,2,3,3,4,3.5,3.4,3.16666666666667,3.6,3.33333333333333,3.4,-0.227425405608575,20243,ETHN 70__2024F,ETHN 70__2024F__S03,-0.3260853184127238,-0.20921361527928684,C+,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_001384,ETHN 70,2024F,S03,INST_ETHN70_03,2025F,0,Pre-Redesign,1,D,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,1,2,4,3,3,3,2,3,4,3,4,4,4,3,3,3.625,3,2.66666666666667,3,3.5,3.2,-0.658974057477368,20243,ETHN 70__2024F,ETHN 70__2024F__S03,-1.9608426058020236,-0.6459302100313653,D,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_001476,ETHN 70,2024F,S03,INST_ETHN70_03,2025F,0,Pre-Redesign,1.3,D+,4,3,2,3,2,3,4,3,3,4,3,4,2,4,4,2,3,2,3,2,2,3,3,3,2,3,3,2,3,4,3,3.2,3,2.6,2.83333333333333,2.93333333333333,-1.23437225996909,20243,ETHN 70__2024F,ETHN 70__2024F__S03,-1.5835909240968005,-1.228219003034145,D+,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000078,ETHN 70,2025SP,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,2,C,3,3,5,4,4,2,4,4,4,3,3,3,4,4,4,4,4,4,5,3,4,4,2,4,3,4,4,4,4,4,3.625,3.4,4.16666666666667,3.4,3.8333333333333295,3.7,0.419897572194615,20251,ETHN 70__2025SP,ETHN 70__2025SP__S01,-0.7033370001179466,0.44586127684883237,C,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000054,ETHN 70,2025SP,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,2.3,C+,3,5,5,4,4,4,5,4,4,4,4,4,4,4,3,2,4,3,4,4,4,3,4,4,4,4,4,5,5,4,4.25,4,3.33333333333333,3.8,4.33333333333333,3.96666666666667,0.99529577468634,20251,ETHN 70__2025SP,ETHN 70__2025SP__S01,-0.3260853184127238,1.028150069851611,C+,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000837,ETHN 70,2025SP,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,1.3,D+,3,2,2,4,4,3,4,3,3,3,3,4,3,3,4,4,3,2,4,2,2,4,3,3,3,3,3,3,2,4,3.125,3.2,3.33333333333333,2.8,3,3.1,-0.874748383411765,20251,ETHN 70__2025SP,ETHN 70__2025SP__S01,-1.5835909240968005,-0.864288507407405,D+,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000598,ETHN 70,2025SP,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,4,A,4,2,2,3,4,4,4,3,2,4,3,2,3,3,4,3,3,3,3,4,3,3,3,3,3,2,3,3,2,3,3.25,2.8,3.16666666666667,3.2,2.66666666666667,3.03333333333333,-1.0185979340347,20251,ETHN 70__2025SP,ETHN 70__2025SP__S01,1.8116742112502071,-1.0098607056581053,A,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000109,ETHN 70,2025SP,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,4,A,3,4,4,2,3,3,5,4,3,4,4,3,4,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,5,3.5,3.6,3.5,3.6,4.16666666666667,3.6666666666666705,0.347972796883149,20251,ETHN 70__2025SP,ETHN 70__2025SP__S01,1.8116742112502071,0.37307517772349386,A,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000018,ETHN 70,2025SP,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,2.3,C+,4,3,4,4,4,3,4,4,3,4,3,4,3,4,2,3,4,5,4,3,4,3,4,4,4,4,3,3,3,4,3.75,3.4,3.6666666666666705,3.6,3.5,3.6,0.204123246260219,20251,ETHN 70__2025SP,ETHN 70__2025SP__S01,-0.3260853184127238,0.22750297947279263,C+,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000062,ETHN 70,2025SP,S01,INST_ETHN70_01,2025F,0,Pre-Redesign,0,F,3,3,3,4,3,3,3,3,4,3,4,3,3,3,2,2,4,3,3,3,3,3,3,4,3,3,3,4,3,3,3.125,3.4,2.83333333333333,3.2,3.16666666666667,3.13333333333333,-0.8028236081003,20251,ETHN 70__2025SP,ETHN 70__2025SP__S01,-3.2183482114861004,-0.7915024082820655,F,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000628,ETHN 70,2025SP,S02,INST_ETHN70_02,2025F,0,Pre-Redesign,2.3,C+,4,3,4,4,4,3,4,4,3,4,2,3,4,4,3,3,3,3,4,4,5,4,3,4,3,3,3,3,3,3,3.75,3.2,3.33333333333333,4,3,3.46666666666667,-0.0835758549856437,20251,ETHN 70__2025SP,ETHN 70__2025SP__S02,-0.3260853184127238,-0.06364141702858656,C+,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
STU_000944,ETHN 70,2025SP,S02,INST_ETHN70_02,2025F,0,Pre-Redesign,1,D,2,4,3,4,3,2,2,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,2,2,3,3,3,4,4,2.875,3.2,3.16666666666667,2.8,3.16666666666667,3.03333333333333,-1.0185979340347,20251,ETHN 70__2025SP,ETHN 70__2025SP__S02,-1.9608426058020236,-1.0098607056581053,D,0.035,0.072,0.0914285714285714,0.300833333333333,0.166363636363636,0.04,0.168,0.334375,0.059607,0.317604,0.167182,0.151,-1.735136,1.260126,-0.168471,-0.765909,-2.2296823890063706,-0,-1.2319706377147213,-0,-1.0938011260890501,-0,1.1636154617133811,0,-0.15212661656041074,-0,-2.174144947598785,-0,-0.18446683663509356,-0,1.4153362985318114,0,-0,0,-0,-0
